left_product,left_manufacturer,left_price,left_description,right_product,right_manufacturer,right_price,right_description,match
"Smartphone Alcatel A3 XL Max 9008 32GB 4G DUAL CHIP Tela 6"" Android 7.0 3GB RAM 8MP ANATEL!",Alcatel,,"Hoje em dia todo mundo está conectado não é verdade? Seja no trabalho ou mesmo em momentos de lazer, por isso ter um Smartphone é essencial para você ter cada vez mais interação, conectividade e acessibilidade, pois com ele você desfrutar de múltiplas funções além realizar chamadas. O Smartphone A3 XL Max da Alcatel com tela de 6"", possui tecnologia 3G, 4G, e vem na cor cinza, ele é fabricado com o processador Quad-Core, o que proporciona agilidade no seu desempenho e ainda conta com uma memória interna de 32GB e memória RAM de 3GB para você guardar todos os seus arquivos, além de ser Dual Chip te permitindo ter dois chips em um mesmo aparelho, e vir com o sistema operacional Android. E ainda mais, para você tirar lindas fotos, esse Smartphone possui câmera traseira de 8MP e câmera frontal de 5MP, para você arrasar. Agora que já sabe mais desse incrível Smartphone, invista nele e fique ainda mais conectado.GARANTIA DE 90 DIAS PELO VENDEDOR",Celular Alcatel 3G Ot900 Desbloqueado Rádio Fm ANATEL!,Alcatel,,"Celular Alcatel OT900, com teclado QWERTY para facilitar na hora de escrever suas mensagens ou navegar na internet, Bluetooth 2.1, câmera digital de 2MP para não deixar nenhum momento passar em branco, e gravador de vídeos, para gravar aquele momento especial e sempre relembrar. MP3 Player para ouvir suas músicas favoritas e rádio FM para sempre estar antenado nas suas rádios favoritas. Garantia de 90 dias pelo vendedor.",0
"Smartphone Xiaomi Redmi Note 11 Pro, 6GB RAM, 128GB, Tela 6.67, Cinza - CX335CIN",Xiaomi,2299.0,"Smartphone Xiaomi Redmi Note 11 Pro   Câmera, tela e bateria para revolucionar o seu dia. O Redmi Note 11 Pro é um smartphone poderoso que traz um conjunto de quatro câmeras de tirar o fôlego. A câmera principal de 108MP utiliza um sensor que oferece resultados espetaculares especialmente em noites escuras e captura fotografias em alta resolução, cores vívidas e muita nitidez. Para registrar grandes cenários sem perder nem uma parte, use a grande angular de 8MP com campo de visão de 118° e deixe as fotos ampliadas com a lente macro de 2MP aliada ao sensor de profundidade de 2MP para ver os detalhes naturais bem de perto. A câmera selfie de 16MP garante os seus melhores ângulos com muito estilo e naturalidade.   A performance sem igual do Redmi Note 11 Pro, é resultado do processador MediaTek Helio G96 topo de linha mundial que entrega navegação fluida, responsiva e um desempenho máximo. Aliado ao carregamento turbo de incríveis 67W, o smartphone carrega até 50% da bateria de 5000mAh em apenas 15 minutos. Equipado com a tecnologia LiquidCool, que mantém a temperatura natural do smartphone mesmo sob uso intenso, você ganha mais tempo para trabalhar, fotografar, jogar como um profissional.   Vamos falar da tela? Com 120Hz de taxa de atualização, FHD+ AMOLED com Dotdisplay e 6,67” e proteção Conrning® Gorilla Glass 5 na parte frontal para proteger tudo isso, o Redmi Note 11 Pro entrega uma experiência visual maravilhosa, com brilho e contraste equilibrados e uma vasta gama de cores vívidas. Para elevar ainda mais o nível da experiência, os alto falantes duplos localizados nas extremidades do smartphone oferecem um som estéreo imersivo para seus vídeos e o motor Z-axis intensifica suas game plays com vibrações que respondem às ações dos jogos.   O design clean e elegante, leve e moderno possui um sensor lateral de desbloqueio digital, desbloqueio facial, uma entrada P2 para fones de ouvido e uma entrada USB tipo C.   O Redmi Note 11 Pro conta ainda com conexão Bluetooth 5.1 que garante estabilidade durante o uso de apps, sensor infravermelho e NFC multifuncional.   Compre o seu Redmi Note 11 Pro no KaBuM!","Xiaomi Poco M4 Pro - Smartphone 5g, 4gb Ram 64gb Rom Yellow amarelo",Xiaomi,1699.0,"O Poco M4 Pro 5G é um smartphone Android de bom nível, ótimo para fotos, que pode satisfazer até o mais exigente dos usuários. Tem uma enorme tela Touchscreen de 6.6 polegadas com uma resolução de 2400x1080 pixel. Sobre as características deste Poco M4 Pro 5G na verdade não falta nada. Começando pelo 5G que permite a transferência de dados e excelente navegação na internet, além de conectividade Wi-fi e GPS. Tem também leitor multimídia, videoconferência e bluetooth. Enfatizamos a boa memória interna de 64 GB 4 GB RAM com a possibilidade de expansão. O Poco M4 Pro 5G é um produto com poucos concorrentes em termos de multimídia graças à câmera de 50 megapixels que permite ao Poco M4 Pro 5G tirar fotos fantásticas com uma resolução de 8165x6124 pixels e gravar vídeos em alta definição (Full HD) com uma resolução de 1920x1080 pixels. Muito fino, 8.8 milímetros, o que torna o Poco M4 Pro 5G realmente interessante.",0
"Smartphone Alcatel One Touch U3 4055J 8GB 1GB RAM Tela 4""",Alcatel,,"O Smartphone Alcatel One Touch U3 4055J é um smartphone projetado para que você explore toda sua multimídia de forma muito mais ágil, com downloads, acesso à internet, vídeos, e-mails e redes sociais com a velocidade 4G.Para garantir fotos de qualidade, o aparelho vem com câmera principal de 8MP e câmera de selfie de 5MP, ambas com flash. Possui ainda um processador Quad Core e sistema operacional Android 6.0 (Marshmallow), isso torna o smartphone com muito mais capacidade de processamento, mesmo usando o aparelho para múltiplas tarefas.","Smartphone Alcatel A3 XL Max 9008 32GB 4G DUAL CHIP Tela 6"" Android 7.0 3GB RAM 8MP ANATEL!",Alcatel,,"Hoje em dia todo mundo está conectado não é verdade? Seja no trabalho ou mesmo em momentos de lazer, por isso ter um Smartphone é essencial para você ter cada vez mais interação, conectividade e acessibilidade, pois com ele você desfrutar de múltiplas funções além realizar chamadas. O Smartphone A3 XL Max da Alcatel com tela de 6"", possui tecnologia 3G, 4G, e vem na cor cinza, ele é fabricado com o processador Quad-Core, o que proporciona agilidade no seu desempenho e ainda conta com uma memória interna de 32GB e memória RAM de 3GB para você guardar todos os seus arquivos, além de ser Dual Chip te permitindo ter dois chips em um mesmo aparelho, e vir com o sistema operacional Android. E ainda mais, para você tirar lindas fotos, esse Smartphone possui câmera traseira de 8MP e câmera frontal de 5MP, para você arrasar. Agora que já sabe mais desse incrível Smartphone, invista nele e fique ainda mais conectado.GARANTIA DE 90 DIAS PELO VENDEDOR",0
"Smartphone Tecno Camon 18p, 128GB, 8GB RAM, Helio G96 Octa-core, Câmera 48MP, Tela 6.8 - Ceramic Whith",Tecno,1678.8,"Fotografia profissional no seu bolso descubra infinitas possibilidades para suas fotos com as câmeras principais.Use sua criatividade e jogue com iluminação, diferentes planos e efeitos para obter ótimos resultados.Nfc pagamentos por aproximação, possibilitando que o smartphone funcione como um cartão de crédito ainda mais seguro.Ferramentas exclusivas nós equipamos você com uma ampla seleção de ferramentas fáceis de usar para ajudá-lo a personalizar sua aparência.Agora você pode esconder suas manchas, esconder suas olheiras, aperfeiçoar a forma do seu corpo e fazer muito mais para ajustar sua beleza como quiser.Encontre luz mesmo no escuro o modo super noite adiciona clareza incomparável às suas fotos, mesmo quando são tiradas no escuro.Câmera que permite a entrada de mais luz e otimiza os detalhes em fundo com pouca luz.Foque no que é importante o camon 18p permite que você remova a desordem e os ruídos do fundo e realmente faz você se destacar da multidão.Alto falante duplos. Trazemos banquete de audição para seus jogos, vídeos, musicas, só será necessário colocar o telefone na forma horizontal.Capacidade e eficiência com seu poderoso processador e memória ram de 8 gb alcançará alto desempenho com alta velocidade de transmissão deConteúdos e executará vários aplicativos ao mesmo tempo, sem atrasos.Desbloqueio rápido com sua impressão digital com o sensor de impressão digital, o acesso é seguro e você poderá desbloqueá-lo automaticamente com um toque.Vida útil da bateria mais longa desconecte-se! Com a super bateria de 5000 mah você terá energia por muito mais tempo para jogar,Assistir séries ou trabalhar sem recarregar.","Smartphone Gamer Tecno Pova 2, Dual Sim, 128 GB, 6GB RAM, Octa-core, Câmera 48 MP, 7000 Mah, Polar Silver",Tecno,1559.99,"Munido com chipset helio 85g, processador octa-core 2x2.0 ghz, placa de video dedicada mali-g52 mc2 e 6gb de ram, este aparelho roda todos os jogos da atualidade com alta performance. Smartphone gamer avançado e abrangente em todos os pontos de vista com algumas características excelentes, como a bateria de 7000 mah.Fotografia profissional no seu bolsoDescubra infinitas possibilidades para suas fotos com as 4 câmeras principais de sua equipe. Teste sua criatividade e jogue com iluminação, diferentes planos e efeitos para obter ótimos resultados.Capacidade e eficiênciaCom seu poderoso processador e memória ram de 6 gb seu computador alcançará alto desempenho com alta velocidade de transmissão de conteúdos e executará vários aplicativos ao mesmo tempo, sem atrasos.Desbloqueio facial e de impressão digitalMáxima segurança para que apenas você possa acessar a sua equipe. Você pode escolher entre o sensor de impressão digital para ativar seu telefone com um toque, ou o reconhecimento facial que permite desbloquear até 30% mais rápido.Vida útil da bateria mais longaDesconecte-se! Com a super bateria de 7000 mah você terá energia por muito mais tempo para jogar, assistir séries ou trabalhar sem recarregar.",0
"Carregador sem fio Booglee, Magnético por Indução, 20W, USB-C",Booglee,51.9,"Porta de saída: USB-C; Potência de carregamento até 20W; Compatível com: linha i Phone 12, 11, X, 8, 7, 6.   Atenção: o suporte de imã será fixado apenas na linha 12, pois são os modelos que tem imã interno. Os demais vão carregar, mas não ficará preso.","Smartwatch Booglee D20, Bluetooth, Android IOS Inteligente - Prata",Booglee,39.9,"Com o Relógio inteligente você tem controle total sobre sua saúde, além de um design lindo e muito confortável. E ainda recebe notificações de redes sociais para agilizar e facilitar sua vida.",0
Carregador Portátil Power Bank Courino Premium Bateria 3.000mah Genuíno Unique Posh Branco,Posher,119.9,"A bateria Unique 3K Slim foi feita para quem busca praticidade, mas não abre mão da sofisticação. Leve e pequena, você poderá levá-la no bolso ou na carteira. Possui um design simples, mas sofisticado, que combina com qualquer estilo e ocasião. Leve-a para onde quiser: a bateria Unique 3K Slim pesa apenas 99g. Praticidade na palma da sua mão: suas curvas delicadas e seu desenho ergonômico permitem que você o carregue confortavelmente. Inteligência e segurança numa mesma bateria: possui circuito inteligente, que aumenta a sua vida-útil e performance, além de funções protetoras contra curto-circuito, sobrecarga e superaquecimento. Design tecnológico: apresenta detalhes cuidadosamente esculpidos em alumínio por Cnc de alta precisão, além de 4 delicadas luzes de Led indicadores do nível de carregamento da bateria. Carrega vários aparelhos: iPhone, Samsung Galaxy, Motorola Moto G4 (uma vez), Galaxy Tab e Ipads, GoPro, dentre outros. Disponível nas cores preta e branca.",Carregador Portátil Power Bank Courino Premium Bateria Alta 3.000mah Genuíno Unique Posh Preto,Posher,119.9,"A bateria Unique 3K Slim foi feita para quem busca praticidade, mas não abre mão da sofisticação. Leve e pequena, você poderá levá-la no bolso ou na carteira. Possui um design simples, mas sofisticado, que combina com qualquer estilo e ocasião. Leve-a para onde quiser: a bateria Unique 3K Slim pesa apenas 99g. Praticidade na palma da sua mão: suas curvas delicadas e seu desenho ergonômico permitem que você o carregue confortavelmente. Inteligência e segurança numa mesma bateria: possui circuito inteligente, que aumenta a sua vida-útil e performance, além de funções protetoras contra curto-circuito, sobrecarga e superaquecimento. Design tecnológico: apresenta detalhes cuidadosamente esculpidos em alumínio por Cnc de alta precisão, além de 4 delicadas luzes de Led indicadores do nível de carregamento da bateria. Carrega vários aparelhos: iPhone, Samsung Galaxy, Motorola Moto G4 (uma vez), Galaxy Tab e Ipads, GoPro, dentre outros. Disponível nas cores preta e branca.",1
"Fone de Ouvido Bluetooth Sennheiser Cx Plus True Wireless com Cancelamento de Ruído Ativo, intra-auricular, IPX4, Controles personalizáveis e 24 horas de duração da bateria, Preto",Sennheiser,2033.91,"Obtenha a melhor experiência de áudio durante todo o dia com a mais recente obra-prima de tecnologia da Sennheiser: os novos fones de ouvido CX Plus True Wireless. Projetado para o máximo conforto com seu design ergonômico e controles intuitivos. Com Cancelamento Ativo de Ruído e Audição Transparente para dar a você a opção de bloquear o ambiente ao seu redor ou permanecer em contato. Enquanto desfruta de áudio de primeira classe com som cristalino e graves profundos, você pode simplesmente ajustar ao seu gosto",Kit Mobile Sennheiser MKE 400,Sennheiser,2705.15,"O MKE 400 Mobile Kit combina portabilidade e desempenho para a melhor experiência de vlogging. Atualize seu áudio e seu vídeo com essas três ferramentas essenciais.O MKE 400 é um microfone shotgun compacto que fornece foco e detalhes para suas gravações. Um windscreen integrado e montagem interna contra impactos ajudam a evitar o manuseio e o ruído do vento, enquanto os cabos TRS e TRRS de 3,5 mm fornecidos permitem compatibilidade com câmeras DSLR / M e dispositivos móveis.O Suporte para smartphone é feito de alumínio sólido e possui punhos de borracha macia que fornecem um encaixe seguro para quase todos os telefones celulares. Um dial de travamento de 180 graus permite o posicionamento retrato ou paisagem para que você possa alternar de uma proporção para outra com facilidade.O Manfrotto PIXI é um minitripé leve e durável. O PIXI possui uma cabeça esférica com um mecanismo de travamento por botão que permite posicionar e travar a cabeça esférica em um movimento fluido e intuitivo. Os pés de borracha garantem uma aderência sem deslizamento na maioria das superfícies e as pernas dobráveis ??permitem um vlogging conveniente que adiciona estabilidade aos seus vídeos.Para criadores que buscam uma ótima solução móvel, o MKE 400 Mobile Kit oferece o conjunto certo de ferramentas para elevar seu conteúdo.Características- Kit móvel ideal para vloggers e criadores de conteúdo em movimento- O microfone MKE 400 possui windscreen integrado e montagem antichoque- O Clamp para smartphone com montagem de sapata fria oferece orientação retrato ou paisagem- Manfrotto PIXI Mini Tripé apresenta cabeça esférica de bloqueio por botão de pressão para o posicionamento desejado- Componentes construídos de forma durável para suportar o uso diário",0
Película Guardian Motorola G5s Nanoguard,Guardian,22.9,Película Guardian Motorola G5s Nanoguard,Película Guardian Motorola G5s Nanoguard,Guardian,22.9,Película Guardian Motorola G5s Nanoguard,1
Tripe Para Camera E Celular Tomate Mtg-3014 1.4mt Preto,Tomate,129.9,Tripe Para Camera E Celular Tomate Mtg-3014 1.4mt Preto,Suporte De Celular Tomate Mtg-601 Para Carro Abs Resistente Discreto,Tomate,29.99,"O novo suporte automotivo, proporciona total segurança em suas viagens ficando localizado no melhor ângulo para visão do celular você nunca mais vai perder a visão da pistatecnologia de fixação projetada para não tremer, não balançar e não cair enquanto você está dirigindoescolha o melhor ângulo de acordo com sua preferência utilize seu celular deitado ou até mesmo em pévantagens deste modelo de suporte perante os convêcionais:- proteja você e sua família/amigos, o suporte foi projetado para você não perder a visão do percurso, evitando acidentes- diferente de outros suportes automotivos, você consegue carregar seu celular facilmente enquanto dirige e olha o gps- totalmente flexível, ajuste para ângulo mais confortável (360 graus)além de toda segurança, o suporte tem diversas outras qualidades:- deixe seu carro mais bonito fabricado com material abs (mesmo material que as montadoras utilizam para construir o interior dos carros)- grave facilmente seu trajeto com a visão do motorista girando o suporte e ligando a câmera do celular",0
"Braçadeira Kts Suporte Braço, Celular, Treino",KTS,39.9,O jeito mais fácil e rápido de praticar suas corridas ou esporte preferido ! Conheça a Braçadeira Suporte Braço Celular Treino ! A Braçadeira Suporte Braço Celular Treino é perfeita para levar seu celular ou chaves enquanto você faz sua caminha ou corrida do dia a dia. Super resistente e lavável. Ela tem saída para fone de ouvidos. Tipo de capa: Braçadeira - Material: Neoprene - Resistente Água - Braçadeira Suporte para Celular Modelo Liso - Cinto Ajustável com Velcro para Fechamento Seguro - Braçadeira Flexível e Leve - Ideal para a Prática de Exercícios Físicos - Totalmente Removível e Lavável - Alta Qualidade e Segurança para seu Telefone por Completo Largura: 10 cmAltura: 17 cm Circunferência de braço : 38 cm,Braçadeira Kts Suporte Braço Celular Treino Hmaston,KTS,33.9,O jeito mais fácil e rápido de praticar suas corridas ou esporte preferido ! Conheça a Braçadeira Suporte Braço Celular Treino ! A Braçadeira Suporte Braço Celular Treino é perfeita para levar seu celular ou chaves enquanto você faz sua caminha ou corrida do dia a dia. Super resistente e lavável. Ela tem saída para fone de ouvidos.,1
"Smartphone Philco Hit P10, 4GB RAM, 128GB, Octa Core, Câmera Tripla 13MP, Tela Infinita 6.2, Dark Blue - 98253004",Philco,878.4,"Smartphone Philco Hit P10, 4GB RAM, 128GB, Octa Core, Câmera Tripla 13MP, Tela Infinita 6.2, Dark Blue É quase impossível ficar sem celular. Não! É impossível ficar sem celular. Afinal é preciso acessar contatos, anotações, fotos, vídeos e claro, acessar à internet. É nele que registramos os momentos da nossa vida. Então é imprescindível qualidade, memoria, rapidez e conectividade. Pensando em você a Philco desenvolveu a linha de Smartphones HIT e lança o Smartphone Philco Hit P10. Mais memória, mais câmera, mais reluzente ele tem tela infinita Drop Notch 6,2 IPS HD+ com bordas finas, cores mais vivas em alta definição em qualquer ângulo. Processador Octa Core, o mais potente do mercado junto com o Sistema operacional Android 10, deixa o Smartphone HIT P10 mais inteligente, prático e adaptado ao seu jeito de usar o telefone e também não trava enquanto você o utiliza. Para muitas fotos, videos e aplicativos, ele vem com armazenamento de 128GB, suporte para cartão SD expansível para até 256GB, e memória RAM 4GB, também ajudando no seu desempenho. Smartphone Philco é no KaBuM!","Smartphone Philco Hit Max 4G, 128GB, 4GB RAM, Tela 6"", Câm. Dupla + 8MP,Cinza - PCS02SG",Philco,831.99,"O Smartphone Philco PCS02SG Hit Max tem muito mais espaço! Ele tem 128GB de memória interna e suporta cartão SD de até 128GB, além dos 4GB de memória RAM. É o que você precisa para guardar as fotos dos melhores momentos e rodar os aplicativos que você mais gosta. Por falar em fotos, com duas câmeras traseiras de 12MP cada e frontal de 8MP você registra seus melhores momentos com alta qualidade em um click.O sistema operacional Android oferece várias funcionalidades, permite que você realize muitas atividades com um celular em mãos. Inclusive para manter todo o conteúdo dele bem seguro, o desbloqueio acontece por reconhecimento facial ou digital. O Hit Max também possui tecnologia 4G e é Dual Chip.Com bateria de 4000mAh que possibilita muito mais horas de diversão com alta qualidade e performance que atrelado ao Processador Octa-Core e a tela 6? IPD HD+ vão dar muito mais ritmo as suas escolhas. Tudo isso com um smartphone esteticamente bem feito, na cor Cinza.",0
Limpa Telas Implastec Com Flanela Clean Incolor,Implastec,21.94,"clean o clean limpa telas implastec foi especialmente desenvolvido para a remoção de manchas, marcas de dedos (gordura) e poeira de monitores de lcd e plasma, eliminando a estática do monitor, o que reduz o acúmulo de pó na tela. O clean limpa telas implastec é a base de éteres glicólicos e água, possibilitando a limpeza sem agressão ao monitor. O clean limpa telas implastec deve ser utilizado para limpeza de notebook, tv de plasma e lcd, mp3, cd, monitores de pc, entre outras aplicações.",Spray De Limpeza Clean Limpa Telas Implastec 60ml,Implastec,6.28,"O Clean Limpa Telas Implastec foi especialmente desenvolvido para a remoção de manchas, marcas de dedos(gorduras) e poeira de monitores de LCD e Plasma, eliminando a estatica do monitor, o que reduz o acumulo de pó na tela. O clean Limpa Telas Implastec é a base de éteres clicolicos e agua, possibilitando a limpesa sem agressão monitor..",0
Pinguim - Suporte Veicular Com Carregador Sem Fio (wireless) 10w,FY,39.9,Pinguim - Suporte Veicular Com Carregador Sem Fio (wireless) 10w,"Suporte para Smartphones, Fy Multifuncional, Preto e Verde",FY,35.6,Suporte Multifuncional Para Celular,1
"Smartphone Tectoy On, 128GB, RAM 4GB, Octa-Core, Câmera Tripla 48MP, Azul Camaleão, Fone de Ouvido Bluetooth + Película e Capa Protetora",Tectoy,999.0,"Smartphone Tectoy On - 128GB   O único com fone Bluetooth O TecToy ON acompanha exclusivo fone bluetooth na caixa. O fone possui conexão bluetooth 5.0, autonomia de até 4 horas por carga, proteção IPX4 contra água e prática case carregadora com até 4 recargas. Já no Smartphone tenha muito espaço para as músicas e mais. Com 128GB de armazenamento, é muito fácil armazenar seus arquivos de mídia e aplicativos favoritos, garantindo assim uma experiência incrível   Maleabilidade e visibilidade perfeita  A tela com 2,5D proporciona maior resistência e melhor maleabilidade do aparelho, enquanto o brilho de 450 nits favorece a visibilidade em locais claros e escuros. A tela possui tecnologia IPS, que garante cores vivas sem distorções em qualquer ângulo, para que visualize suas fotos e vídeos com qualidade máxima. Falando da câmera a função detecção de cena AI usa da inteligência artificial para detecção de cena, otimiza as configurações de câmera para diversas ocasiões desde fotos do pôr do sol a fotos de família.   Os melhores momentos da sua vida registrados com qualidade impecável  Sua câmera traseira tripla de 48MP com HDR e Inteligência Artificial oferece cores muito mais vivas e de forma dinâmica, captando a vida em todos os detalhes. Capture os menores detalhes da vida com uma câmera macro de 2 MP. E faça selfies perfeitas com a câmera frontal de 8MP e LDC flash. Mesmo em ambientes com pouca luminosidade, tenha as melhores fotos e não perca nenhum momento importante.   Processador Octa-Core, 4GB de RAM.  O processador Octa-Core e memória RAM de 4GB permite que você realize suas tarefas com maior agilidade e excelente desempenho no processamento de informações. Quer seja em vídeos, jogos ou apps tenha mais diversão.   Garanta já seu Smartphone Tectoy aqui no KaBuM!","Smartphone Tectoy On - 128GB, 4G, Tela 6.22"", Dual, NFC, Câmera Tripla 48MP, Selfie 8MP + Fone Bluetooth, Azul",Tectoy,1099.0,"Tenha um smartphone diferenciado em suas mãos! O TecToy On produz fotos de nível profissional, pois oferece um conjunto de 03 câmeras na parte de trás do aparelho, permitindo que você capte as melhores fotografias em qualquer situação. Faça fotos criativas e compartilhe nas redes sociais, através da câmera de selfie de 8MP.",1
"Smartphone TCL L7 Preto 32GB, 2GB de RAM, Tela 5.5"", Câmera 8MP + 5MP Frontal, Android 10 GO, Dual Chip, 4G e Processador Qualcomm Quad core",TCL,,,Smartphone Tcl L7 32gb Tela 5.5 Câmera 8mp + 5mp Frontal Android 10 Go Dual Chip 4g,TCL,799.0,"Smartphone Tcl L7 32gb Tela 5.5 Câmera 8mp + 5mp Frontal Android 10 Go Dual Chip 4g     Características Gerais:  Processador Qualcomm Quad Core E Internet Rápida 4g  Display 5.5? Hd+ E Proporção 18:9  Memória Interna De 32gb E 2gb De Ram Com Entrada Para Cartão Até 128gb (não Incluso)  Bateria De 3.000mah De Longa Duração  Câmeras De 8mp + Flash Led E 5mp  Código De Referência: 5102k  Bateria Removível: Não  Bateria (mah): 3000  Resolução Câmera Frontal: 5 Mp  Tipo: Barra  Som: Rádio Fm,mp3 Player  Grava Vídeo: Sim  Slot Para Cartão: Micro Sd De Até 128gb  Cartão Incluso: Não  Rádio Fm: Sim  Mp3 Player: Sim  Bluetooth: Sim  Wi-fi: Sim  Suporte A Gps: Sim  Mensagens: Sms,mms,e-mail  Sistema Operacional: Android 10 (go Edition)  Processador: Qualcomm Qm215 Quad Core 1.3ghz  Ram: 2gb  Tecnologia: Gsm,3g,4g  Memória Interna: 32gb (total, Sendo Uma Parte Usada Para O Sistema Operacional E Aplicativos Pré-instalados)  Tipo Do Chip: Nano Sim  Câmera: Câmera Traseira,câmera Frontal  Resolução Da Câmera Traseira: 8 Mp  Quadriband Gsm: Sim  Resolução Do Visor/display (pixels): 720 X 1440 (hd+)    Conteúdo Da Embalagem:   Smartphone Modelo Tcl L7  Bateria  Tampa De Bateria  Carregador  Cabo Usb  Fone De Ouvido  Película Protetora De Tela  Capa Protetor  Kit De Manuais    Observações:   1. Este É Um Aparelho Desbloqueado E Está Habilitado Para Que Funcione Com Operadoras Nacionais (claro, Oi, Tim, Vivo, Nextel, Porto Seguro Conecta, Sercomtel Celular, Algar Celular), Com Tecnologias Gsm, 3g E 4g (lte). Para Utilizar Este Celular É Preciso Ter Um Chip (vendido Separadamente).  2. Este É Um Celular Dual Chip, Ou Seja, Funciona Com Dois Chips (nano Sim) No Mesmo Aparelho.  3. O Desempenho Da Bateria Pode Variar Dependendo De Diversos Fatores Como: Configuração Do Celular, Da Rede, Potência Do Sinal E Temperatura De Operação.  4. A Capacidade De Memória Interna Disponível Ao Usuário É Menor Que A Capacidade Especificada (32gb), Devido Ao Sistema Operacional E Às Aplicações Padrões Que Já Vem Instaladas No Aparelho, Ocupando Parte Da Memória. A Capacidade Disponível Pode Variar Ao Atualizar O Aparelho.    Garantia Do Fornecedor: 12 Meses Contra Defeitos De Fabricação.",1
"SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Azul Marinho, Com GPS - HSPH000",Husky Sports,329.0,"SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Azul Marinho, Com GPS   Seu novo parceiro de aventuras! Conheça o Smartwatch Husky Sports 700! O novo smartwatch Husky Sports vai elevar o seu limite a outro nível! Possui um design esportivo, acabamento premium e pulseira mega confortável, com uma cor extra para você personalizar!   Muitos recursos para seu dia-a-dia! Com GPS integrado e resistência à água até 30 metros, você acompanhará com detalhes todos os seus treinos, independente da distância e do terreno, permitindo explorar diversos lugares!   Se mova!  Possui mais de 15 modos esportivos para te acompanhar nos treinos, com medições automáticas de frequência cardíaca, saturação e nível de estresse corporal, tudo para estar por dentro dos seus parâmetros de saúde.   Tela de 1,69 Polegadas Tela TFT com 1,69 polegadas, resolução de 240 x 240 pixels e excelente visibilidade, com ajuste de brilho.   Bateria durável A bateria durável de polímero de lítio, com 300 mAh, carrega completamente em menos de 2 horas por indução, pois o carregador funciona através de contato magnético, o ápice da modernidade e praticidade.   Controle em suas mãos Controle suas músicas, receba notificações de chamadas e utilize as demais funções básicas de um relógio com muito mais estilo e modernidade, com a personalização das faces para ficar do seu jeito!   Aproveite essa oportunidade e adquira seu SmartWatch KaBuM! Smart 700 no KaBuM!","SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Verde Escuro, Com GPS - HSPH001",Husky Sports,329.0,"SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Verde Escuro, Com GPS   Seu novo parceiro de aventuras! Conheça o Smartwatch Husky Sports 700! O novo smartwatch Husky Sports vai elevar o seu limite a outro nível! Possui um design esportivo, acabamento premium e pulseira mega confortável, com uma cor extra para você personalizar!   GPS integrado e Resistência à Água Com GPS integrado e resistência à água até 30 metros, você acompanhará com detalhes todos os seus treinos, independente da distância e do terreno, permitindo explorar diversos lugares!   Se mova!  Possui mais de 15 modos esportivos para te acompanhar nos treinos, com medições automáticas de frequência cardíaca, saturação e nível de estresse corporal, tudo para estar por dentro dos seus parâmetros de saúde.   Tela de 1,69 Polegadas Tela TFT com 1,69 polegadas, resolução de 240 x 240 pixels e excelente visibilidade, com ajuste de brilho.   Bateria para seu dia-a-dia A bateria durável de polímero de lítio, com 300 mAh, carrega completamente em menos de 2 horas por indução, pois o carregador funciona através de contato magnético, o ápice da modernidade e praticidade.   Controle em suas mãos Controle suas músicas, receba notificações de chamadas e utilize as demais funções básicas de um relógio com muito mais estilo e modernidade, com a personalização das faces para ficar do seu jeito!      Aproveite essa oportunidade e adquira seu SmartWatch KaBuM! Smart 550 no KaBuM!",1
Capa p/ iPhone XS Max Devia C1024 Elegant Anti-shock 314513 Preto,DEVIA,69.0,"Devia Elegant Anti-Shock é feito de material TPU top-grade importados com elevada suavidade e flexibilidade, ajudando a proteger contra choques e impactos no uso diário.*Imagens meramente ilustrativasEspecificações TécnicasDescrição : Capa p/ iPhone XS Max Devia C1024 Elegant Anti-shock 314513 PretoAcessórios para Celular : Capas e ProtetoresEspecificação : Marca: DeviaCor: PretoMaterial: TPUModelo: iPhone XS MaxImagem Grande : -Garantia : 03 meses contra Defeitos de Fabricação..",Pulseira Devia para Apple Watch de 44mm Deluxe Series Sport 3 Band 326332 Seashell,DEVIA,99.0,Cor: SEASHELL- Pulseira esportiva durável- Feito de tecido rígido e arejado- Personalize a alça versátil para o tamanho que você precisa- Previne a transpiração durante esportes- Design minimalista elegante- Fácil fixação rápida com velcro*Imagens meramente ilustrativas,0
"Cabo Iphone USB C, B-max, Dados, Carga Turbo Lightning, 1M",B-Max,33.66,Cabo USB C x Lightning Iphone Dados Carga Turbo 1.0m B-Max BM8618,"Cabo USB, Bmax, Micro USB, 2m, V8 Reforçado",B-Max,18.66,"Cabo USB Micro USB 2 Metros V8 Reforçado Bmax Cabo Micro USB de alta qualidade, com 2 metros, é indicado para quem necessita de mais mobilidade, como controles de video game (Xbox One, PS4) e Smartphones.",0
